"Team","AdjWEPADiff","team_color"
"ARI",-4.42510049354821,"#97233f"
"ARI",3.49136999457002,"#97233f"
"ARI",2.1578168891952,"#97233f"
"ARI",0.805394997033601,"#97233f"
"ARI",-3.11655274788349,"#97233f"
"ARI",2.9273865250389,"#97233f"
"ARI",9.93752580004382,"#97233f"
"ARI",8.28109548114448,"#97233f"
"ARI",2.42835548715229,"#97233f"
"ARI",-3.97898224457435,"#97233f"
"ARI",2.5606517726309,"#97233f"
"ARI",-6.0548749896264,"#97233f"
"ARI",-7.09223993363873,"#97233f"
"ARI",0.84548981051445,"#97233f"
"ARI",-3.2230949966803,"#97233f"
"ARI",2.89608551564878,"#97233f"
"ARI",4.13318834426372,"#97233f"
"ARI",5.77336356413992,"#97233f"
"ARI",7.16526748999852,"#97233f"
"ARI",1.01325585603166,"#97233f"
"ARI",12.1893414651089,"#97233f"
"ARI",0.7540009439343,"#97233f"
"ARI",-0.231287392995805,"#97233f"
"ARI",0.059920936170062,"#97233f"
"ARI",5.44032700682655,"#97233f"
"ARI",7.30430202703038,"#97233f"
"ARI",4.53645776998056,"#97233f"
"ARI",-1.33901296808223,"#97233f"
"ARI",-4.36030444930769,"#97233f"
"ARI",-1.02578789573694,"#97233f"
"ARI",0.899687881250076,"#97233f"
"ARI",0.297727231569366,"#97233f"
"ARI",-3.50350720228591,"#97233f"
"ARI",4.37615177065362,"#97233f"
"ARI",-5.14420087816479,"#97233f"
"ARI",4.30847047924723,"#97233f"
"ARI",9.52023034544089,"#97233f"
"ARI",3.43372545731048,"#97233f"
"ARI",8.42357448120284,"#97233f"
"ARI",0.256187722481677,"#97233f"
"ARI",1.48301931550405,"#97233f"
"ARI",-1.41589843835099,"#97233f"
"ARI",-0.417348987963039,"#97233f"
"ARI",-2.17010650325552,"#97233f"
"ARI",-2.76761403354315,"#97233f"
"ARI",-0.482452421242764,"#97233f"
"ARI",-1.54119976334605,"#97233f"
"ARI",3.37261790612946,"#97233f"
"ARI",3.6900427212516,"#97233f"
"ARI",9.33068033510883,"#97233f"
"ARI",-4.58844999534281,"#97233f"
"ARI",4.86216263730735,"#97233f"
"ARI",3.31141124880503,"#97233f"
"ARI",5.56719941349578,"#97233f"
"ARI",4.66092449443448,"#97233f"
"ARI",3.03784920801713,"#97233f"
"ARI",5.8236288207356,"#97233f"
"ARI",0.188663637588178,"#97233f"
"ARI",1.58853495289177,"#97233f"
"ARI",-4.04261736062178,"#97233f"
"ARI",0.253163350336365,"#97233f"
"ARI",-1.34498815505191,"#97233f"
"ARI",3.92839719116177,"#97233f"
"ARI",1.03471922092601,"#97233f"
"ARI",-2.38364356373235,"#97233f"
"ARI",6.64157235439598,"#97233f"
"ARI",1.45144863820859,"#97233f"
"ARI",4.55609080503408,"#97233f"
"ARI",0.997527351535015,"#97233f"
"ARI",-1.27107213222037,"#97233f"
"ARI",-0.17015654199972,"#97233f"
"ARI",4.80966272446398,"#97233f"
"ARI",-0.990693733240308,"#97233f"
"ARI",5.05224737007421,"#97233f"
"ARI",3.04604350363856,"#97233f"
"ARI",5.98212500628541,"#97233f"
"ARI",3.07400422317935,"#97233f"
"ARI",6.51220280000722,"#97233f"
"ARI",0.0862918430896934,"#97233f"
"ARI",4.47949860070581,"#97233f"
"ARI",4.41816804551452,"#97233f"
"ARI",1.87711232890832,"#97233f"
"ARI",5.91059887207244,"#97233f"
"ARI",3.96746245436384,"#97233f"
"ARI",-5.61335491755708,"#97233f"
"ARI",0.367119684677353,"#97233f"
"ARI",1.33396353347843,"#97233f"
"ARI",0.228653425366858,"#97233f"
"ARI",2.52318695900914,"#97233f"
"ARI",12.7703176592051,"#97233f"
"ARI",-2.22764702144144,"#97233f"
"ARI",7.17401546190359,"#97233f"
"ARI",-2.25075699756112,"#97233f"
"ARI",2.71556458480584,"#97233f"
"ARI",-0.580255311521591,"#97233f"
"ARI",2.1402100839745,"#97233f"
"ARI",-0.240530320238922,"#97233f"
"ARI",6.93896243183986,"#97233f"
"ARI",7.28649255869277,"#97233f"
"ARI",2.87879420534199,"#97233f"
"ARI",2.5384613168543,"#97233f"
"ARI",3.55156349324604,"#97233f"
"ARI",3.92982350089847,"#97233f"
"ARI",5.6234709522913,"#97233f"
"ARI",2.95643576185527,"#97233f"
"ARI",1.00060693585313,"#97233f"
"ARI",-1.69905045806991,"#97233f"
"ARI",-0.345769608776609,"#97233f"
"ARI",1.83825660393163,"#97233f"
"ARI",0.0241628224524114,"#97233f"
"ARI",4.19199650576599,"#97233f"
"ARI",6.62098004543494,"#97233f"
"ARI",-0.366237754690616,"#97233f"
"ARI",-0.225719933638,"#97233f"
"ARI",-2.82062094288196,"#97233f"
"ARI",6.29631232826514,"#97233f"
"ARI",1.27302782549754,"#97233f"
"ARI",-3.5685076891939,"#97233f"
"ARI",4.11066510940337,"#97233f"
"ARI",4.58302899577902,"#97233f"
"ARI",4.8426568135591,"#97233f"
"ARI",2.29095288528191,"#97233f"
"ARI",2.80313392755026,"#97233f"
"ARI",4.04329238793149,"#97233f"
"ARI",3.36864463775581,"#97233f"
"ARI",-6.61359711332972,"#97233f"
"ARI",2.45211736229044,"#97233f"
"ARI",3.12055565185121,"#97233f"
"ARI",3.0081176172024,"#97233f"
"ARI",2.92988552270768,"#97233f"
"ARI",-0.0699184202631141,"#97233f"
"ARI",-2.77471679711199,"#97233f"
"ARI",1.72271042553505,"#97233f"
"ARI",3.95932441825566,"#97233f"
"ARI",2.25803922768211,"#97233f"
"ARI",-1.55687578010709,"#97233f"
"ARI",-0.449223501869155,"#97233f"
"ARI",0.330720658365792,"#97233f"
"ARI",3.47236672148578,"#97233f"
"ARI",1.73217526447191,"#97233f"
"ARI",2.04745468075418,"#97233f"
"ARI",-0.378875380969984,"#97233f"
"ARI",-1.24502828016037,"#97233f"
"ARI",9.99684515318683,"#97233f"
"ARI",5.14993227660492,"#97233f"
"ARI",-2.68200901197002,"#97233f"
"ARI",7.49109081728634,"#97233f"
"ARI",1.34120912745664,"#97233f"
"ARI",8.94877619558922,"#97233f"
"ARI",5.62194216017726,"#97233f"
"ARI",0.113465391675803,"#97233f"
"ARI",-3.51899977757223,"#97233f"
"ARI",4.23459410444911,"#97233f"
"ARI",2.63281044451426,"#97233f"
"ARI",-1.83027106732061,"#97233f"
"ARI",8.70470780229074,"#97233f"
"ARI",-1.25570590177161,"#97233f"
"ARI",0.326306003924311,"#97233f"
"ARI",3.35275586429763,"#97233f"
"ARI",5.3824490878261,"#97233f"
"ARI",0.200273023009708,"#97233f"
"ARI",2.71485197383245,"#97233f"
"ARI",-4.23229543774974,"#97233f"
"ARI",-0.33240375146293,"#97233f"
"ARI",4.63709359116615,"#97233f"
"ARI",1.81722886539884,"#97233f"
"ARI",0.188214164838333,"#97233f"
"ARI",1.52746971729614,"#97233f"
"ARI",-5.6855569106124,"#97233f"
"ARI",5.475051971655,"#97233f"
"ARI",0.127395599682821,"#97233f"
"ARI",-4.08991663986924,"#97233f"
"ARI",2.4650639579275,"#97233f"
"ARI",0.149011178225407,"#97233f"
"ARI",4.30181749229745,"#97233f"
"ARI",-5.45163202999449,"#97233f"
"ARI",7.06371432663653,"#97233f"
"ARI",-10.9790817847844,"#97233f"
"ARI",-8.01251192226898,"#97233f"
"ARI",4.13614460593466,"#97233f"
"ARI",0.304916476480827,"#97233f"
"ARI",4.93030620516604,"#97233f"
"ARI",-6.71365791975565,"#97233f"
"ARI",9.25564956431412,"#97233f"
"ARI",7.16788502723686,"#97233f"
"ARI",4.22716955794003,"#97233f"
"ARI",1.8586214835991,"#97233f"
"ARI",-0.687383839579208,"#97233f"
"ARI",-2.6255553369067,"#97233f"
"ARI",1.31591898066527,"#97233f"
"ARI",4.78694151771025,"#97233f"
"ARI",-2.55263903852448,"#97233f"
"ARI",-2.66953832045118,"#97233f"
"ARI",-0.782609215753497,"#97233f"
"ARI",1.13273589915295,"#97233f"
"ARI",2.99981527430022,"#97233f"
"ARI",8.91012652082955,"#97233f"
"ARI",7.0725986312838,"#97233f"
"ARI",0.674269012176322,"#97233f"
"ARI",9.78402442273175,"#97233f"
"ARI",-1.26829945717184,"#97233f"
"ARI",4.66514060187945,"#97233f"
"ARI",4.33511544179445,"#97233f"
"ARI",3.15636670299314,"#97233f"
"ARI",2.45642833632125,"#97233f"
"ARI",6.38212164936354,"#97233f"
"ARI",4.79286919911147,"#97233f"
"ARI",3.10645201136549,"#97233f"
"ARI",-2.7953236432924,"#97233f"
"ARI",-1.98615333002856,"#97233f"
"ARI",10.3730962772028,"#97233f"
"ARI",4.78094296837993,"#97233f"
"ARI",5.38792341297977,"#97233f"
"ARI",2.66380470431721,"#97233f"
"ARI",4.93866196062625,"#97233f"
"ARI",5.86351613875699,"#97233f"
"ARI",2.27447210580635,"#97233f"
"ARI",-5.46898051680877,"#97233f"
"ARI",-1.34648965587422,"#97233f"
"ARI",0.308944531811428,"#97233f"
"ARI",2.3933535979863,"#97233f"
"ARI",-1.67082434581139,"#97233f"
"ARI",1.95271275906259,"#97233f"
"ARI",-6.5039756027565,"#97233f"
"ARI",1.89664810231264,"#97233f"
"ARI",-2.34150816454747,"#97233f"
"ARI",0.201556501213764,"#97233f"
"ARI",1.42319904104578,"#97233f"
"ARI",1.32001844216274,"#97233f"
"ARI",-0.794732474491346,"#97233f"
"ARI",3.15780055690244,"#97233f"
"ARI",-6.62127011036174,"#97233f"
"ARI",4.59957993074077,"#97233f"
"ARI",1.8213609598678,"#97233f"
"ARI",1.43028101232744,"#97233f"
"ARI",4.50156931702342,"#97233f"
"ARI",2.7264340831743,"#97233f"
"ARI",-1.63109533318071,"#97233f"
"ARI",1.72357442627699,"#97233f"
"ARI",0.443328623926965,"#97233f"
"ARI",9.64626975165604,"#97233f"
"ARI",7.12294219148014,"#97233f"
"ARI",0.128418862090467,"#97233f"
"ARI",2.50003324638026,"#97233f"
"ARI",10.9158556696082,"#97233f"
"ARI",0.206541459021443,"#97233f"
"ARI",4.68936528209354,"#97233f"
"ARI",-2.19702979148946,"#97233f"
"ARI",2.88146978824644,"#97233f"
"ARI",3.93681177693428,"#97233f"
"ARI",2.65000858901677,"#97233f"
"ARI",2.63958246776252,"#97233f"
"ARI",-3.60641153208055,"#97233f"
"ARI",4.96886135973288,"#97233f"
"ARI",0.685507367378187,"#97233f"
"ARI",3.28284202612638,"#97233f"
"ARI",7.31202437213401,"#97233f"
"ARI",-1.20871736562568,"#97233f"
"ARI",5.37533873963969,"#97233f"
"ARI",4.66083210641003,"#97233f"
"ARI",2.61704915907454,"#97233f"
"ARI",-3.54937544451798,"#97233f"
"ARI",0.74280404186992,"#97233f"
"ARI",5.96676655647176,"#97233f"
"ARI",2.54896325978177,"#97233f"
"ARI",-3.52297142599198,"#97233f"
"ARI",5.18872725317538,"#97233f"
"ARI",2.96094761256072,"#97233f"
"ARI",6.4555960563745,"#97233f"
"ARI",6.12188572668618,"#97233f"
"ARI",-1.78341643635579,"#97233f"
"ARI",3.0477887941891,"#97233f"
"ARI",2.11977003493599,"#97233f"
"ARI",-4.15408867397325,"#97233f"
"ARI",1.8498100915856,"#97233f"
"ARI",0.414135708934928,"#97233f"
"ARI",8.67840034264849,"#97233f"
"ARI",1.18131518599749,"#97233f"
"ARI",1.98667013579726,"#97233f"
"ARI",5.07011394728738,"#97233f"
"ARI",0.826130868188435,"#97233f"
"ARI",-0.783079838377478,"#97233f"
"ARI",5.17351662207001,"#97233f"
"ARI",14.0432064503207,"#97233f"
"ARI",8.15605974544388,"#97233f"
"ARI",2.75326352329738,"#97233f"
"ARI",7.35373429697804,"#97233f"
"ARI",2.49912487035812,"#97233f"
"ARI",-3.50463685167421,"#97233f"
"ARI",-0.141637956041878,"#97233f"
"ARI",9.23891503210451,"#97233f"
"ARI",-1.55439160883942,"#97233f"
"ARI",2.79534531238024,"#97233f"
"ARI",3.79948988659573,"#97233f"
"ARI",6.1686497599581,"#97233f"
"ARI",3.34086413533444,"#97233f"
"ARI",2.2263697086251,"#97233f"
"ARI",1.63073624796503,"#97233f"
"ARI",5.56483845971461,"#97233f"
"ARI",0.0990965973452476,"#97233f"
"ARI",2.03207188255441,"#97233f"
"ARI",2.83204844568525,"#97233f"
"ARI",-3.79921724852854,"#97233f"
"ARI",-0.947199612178196,"#97233f"
"ARI",2.54297064353372,"#97233f"
"ARI",0.0770249234916557,"#97233f"
"ARI",-4.46128286196524,"#97233f"
"ARI",1.31431266674763,"#97233f"
"ARI",4.09386944117409,"#97233f"
"ARI",-5.11084827843468,"#97233f"
"ARI",1.55304099905169,"#97233f"
"ARI",0.423415876477319,"#97233f"
"ARI",0.213259796333277,"#97233f"
"ARI",5.60258014381648,"#97233f"
"ARI",6.48907632067406,"#97233f"
"ARI",-2.41035001278349,"#97233f"
"ARI",-1.72609983421358,"#97233f"
"ARI",5.51149436185679,"#97233f"
"ARI",-2.79537366835159,"#97233f"
"ARI",2.5259154266688,"#97233f"
"ARI",-0.187022062210378,"#97233f"
"ARI",2.28560349043214,"#97233f"
"ARI",-1.34569635182469,"#97233f"
"ARI",-0.0358243499067278,"#97233f"
"ARI",5.61167098911345,"#97233f"
"ARI",-2.90300148472574,"#97233f"
"ARI",4.68901380882866,"#97233f"
"ARI",6.13291543265703,"#97233f"
"ARI",7.76719506109432,"#97233f"
"ARI",4.72430688263344,"#97233f"
"ARI",0.426369012369009,"#97233f"
"ARI",-0.47449557227114,"#97233f"
"ARI",4.22705622891872,"#97233f"
"ARI",4.06393081968284,"#97233f"
"ARI",10.3406322780568,"#97233f"
"ARI",-5.1375275853425,"#97233f"
"ARI",0.684052103525414,"#97233f"
"ARI",-1.47584607412007,"#97233f"
"ARI",0.890629785627067,"#97233f"
"ARI",5.38547151392386,"#97233f"
"ARI",5.20493982240239,"#97233f"
"ARI",-2.06818833227632,"#97233f"
"ARI",5.69822915477246,"#97233f"
"ARI",4.76370991109481,"#97233f"
"ARI",4.77706027290691,"#97233f"
"ARI",2.64826832799196,"#97233f"
"ARI",-0.355690954820782,"#97233f"
"ARI",10.965213013023,"#97233f"
"ARI",-1.72573184667935,"#97233f"
"ARI",1.0972741287391,"#97233f"
"ARI",-0.00398170546851557,"#97233f"
"ARI",4.53280587281832,"#97233f"
"ARI",2.34816949179831,"#97233f"
"ARI",-0.516256941541561,"#97233f"
"ARI",4.32047883758107,"#97233f"
"ARI",1.64402994065705,"#97233f"
"ARI",3.38391664130083,"#97233f"
"ARI",9.02273782923044,"#97233f"
"ARI",2.97677782313544,"#97233f"
"ARI",-2.31158457011538,"#97233f"
"ARI",2.31290973343044,"#97233f"
