"game_id","team","opponent","WEPADiff","weight","game_week","season","week"
"2010_03_TEN_NYG","NYG","TEN",-9.57291889265412,1,3,2010,4
"2010_04_CHI_NYG","NYG","CHI",16.6512133100606,1,4,2010,4
"2010_01_BAL_NYJ","NYJ","BAL",4.70670491569126,1,1,2010,4
"2010_02_NE_NYJ","NYJ","NE",9.97048541608139,1,2,2010,4
"2010_03_NYJ_MIA","NYJ","MIA",5.95771528171126,1,3,2010,4
"2010_04_NYJ_BUF","NYJ","BUF",21.9375959131179,1,4,2010,4
"2010_01_OAK_TEN","LV","TEN",-16.3271955027502,1,1,2010,4
"2010_02_LAR_OAK","LV","LA",3.44895685874987,1,2,2010,4
"2010_03_OAK_ARI","LV","ARI",-5.24137090187373,1,3,2010,4
"2010_04_HOU_OAK","LV","HOU",-17.370726636364,1,4,2010,4
"2010_01_GB_PHI","PHI","GB",-6.56730848713924,1,1,2010,4
"2010_02_PHI_DET","PHI","DET",6.4969216217614,1,2,2010,4
"2010_03_PHI_JAX","PHI","JAX",30.6967185051911,1,3,2010,4
"2010_04_WAS_PHI","PHI","WAS",-10.2789467180758,1,4,2010,4
"2010_01_ATL_PIT","PIT","ATL",6.70032115572584,1,1,2010,4
"2010_02_PIT_TEN","PIT","TEN",10.337439698883,1,2,2010,4
"2010_03_PIT_TB","PIT","TB",22.1846164699932,1,3,2010,4
"2010_04_BAL_PIT","PIT","BAL",-10.8454426500315,1,4,2010,4
"2010_01_SF_SEA","SEA","SF",16.8944572716692,1,1,2010,4
"2010_02_SEA_DEN","SEA","DEN",-9.58049293259163,1,2,2010,4
"2010_03_LAC_SEA","SEA","LAC",11.3969511956079,1,3,2010,4
"2010_04_SEA_LAR","SEA","LA",-26.9830932199701,1,4,2010,4
"2010_01_SF_SEA","SF","SEA",-16.8944572716692,1,1,2010,4
"2010_02_NO_SF","SF","NO",-11.1946310493265,1,2,2010,4
"2010_03_SF_KC","SF","KC",-19.0031267011981,1,3,2010,4
"2010_04_SF_ATL","SF","ATL",5.27256777791179,1,4,2010,4
"2010_01_CLE_TB","TB","CLE",-3.32833644399179,1,1,2010,4
"2010_02_TB_CAR","TB","CAR",22.6885333380379,1,2,2010,4
"2010_03_PIT_TB","TB","PIT",-22.1846164699932,1,3,2010,4
"2010_01_OAK_TEN","TEN","LV",16.3271955027502,1,1,2010,4
"2010_02_PIT_TEN","TEN","PIT",-10.337439698883,1,2,2010,4
"2010_03_TEN_NYG","TEN","NYG",9.57291889265412,1,3,2010,4
"2010_04_DEN_TEN","TEN","DEN",-2.79381904775505,1,4,2010,4
"2010_01_DAL_WAS","WAS","DAL",6.9290017957434,1,1,2010,4
"2010_02_HOU_WAS","WAS","HOU",-5.04802143556876,1,2,2010,4
"2010_03_WAS_LAR","WAS","LA",-7.83401347807642,1,3,2010,4
"2010_04_WAS_PHI","WAS","PHI",10.2789467180758,1,4,2010,4
"2009_15_ARI_DET","ARI","DET",19.3517372703656,0.3,15,2010,4
"2009_16_LAR_ARI","ARI","LA",17.1562624234028,0.3,16,2010,4
"2009_17_GB_ARI","ARI","GB",-28.0810267132134,0.3,17,2010,4
"2009_15_ATL_NYJ","ATL","NYJ",0.134066550352916,0.3,15,2010,4
"2009_16_BUF_ATL","ATL","BUF",23.4771801803777,0.3,16,2010,4
"2009_17_ATL_TB","ATL","TB",17.9779335298412,0.3,17,2010,4
