"game_id","team","opponent","game_week","WEPADiff","prev_season_data","season","week","week_diff","weight"
"2013_14_ATL_GB","ATL","GB",14,-2.98023581694568,1,2014,3,-11,0.2
"2013_14_ATL_GB","GB","ATL",14,2.98023581694568,1,2014,3,-11,0.2
"2013_14_BUF_TB","BUF","TB",14,-13.79295621943,1,2014,3,-11,0.2
"2013_14_BUF_TB","TB","BUF",14,13.79295621943,1,2014,3,-11,0.2
"2013_14_CAR_NO","CAR","NO",14,-16.1076895298108,1,2014,3,-11,0.2
"2013_14_CAR_NO","NO","CAR",14,16.1076895298108,1,2014,3,-11,0.2
"2013_14_CLE_NE","CLE","NE",14,12.9159374577199,1,2014,3,-11,0.2
"2013_14_CLE_NE","NE","CLE",14,-12.9159374577199,1,2014,3,-11,0.2
"2013_14_DAL_CHI","CHI","DAL",14,17.201767316104,1,2014,3,-11,0.2
"2013_14_DAL_CHI","DAL","CHI",14,-17.201767316104,1,2014,3,-11,0.2
"2013_14_DET_PHI","DET","PHI",14,1.17952797697721,1,2014,3,-11,0.2
"2013_14_DET_PHI","PHI","DET",14,-1.17952797697721,1,2014,3,-11,0.2
"2013_14_HOU_JAX","HOU","JAX",14,-12.913281396751,1,2014,3,-11,0.2
"2013_14_HOU_JAX","JAX","HOU",14,12.913281396751,1,2014,3,-11,0.2
"2013_14_IND_CIN","CIN","IND",14,13.1260786427904,1,2014,3,-11,0.2
"2013_14_IND_CIN","IND","CIN",14,-13.1260786427904,1,2014,3,-11,0.2
"2013_14_KC_WAS","KC","WAS",14,35.4824170324981,1,2014,3,-11,0.2
"2013_14_KC_WAS","WAS","KC",14,-35.4824170324981,1,2014,3,-11,0.2
"2013_14_LAR_ARI","ARI","LA",14,21.8866579665303,1,2014,3,-11,0.2
"2013_14_LAR_ARI","LA","ARI",14,-21.8866579665303,1,2014,3,-11,0.2
"2013_14_MIA_PIT","MIA","PIT",14,10.8038166329276,1,2014,3,-11,0.2
"2013_14_MIA_PIT","PIT","MIA",14,-10.8038166329276,1,2014,3,-11,0.2
"2013_14_MIN_BAL","BAL","MIN",14,7.13150631152768,1,2014,3,-11,0.2
"2013_14_MIN_BAL","MIN","BAL",14,-7.13150631152768,1,2014,3,-11,0.2
"2013_14_NYG_LAC","LAC","NYG",14,19.6052114805415,1,2014,3,-11,0.2
