"game_id","team","opponent","game_week","WEPADiff","prev_season_data","season","week","week_diff","weight"
"2010_01_ARI_LAR","ARI","LA",1,21.0492741322057,0,2010,10,9,0.3
"2010_01_ARI_LAR","LA","ARI",1,-21.0492741322057,0,2010,10,9,0.3
"2010_01_ATL_PIT","ATL","PIT",1,-6.70032115572584,0,2010,10,9,0.3
"2010_01_ATL_PIT","PIT","ATL",1,6.70032115572584,0,2010,10,9,0.3
"2010_01_BAL_NYJ","BAL","NYJ",1,-4.70670491569126,0,2010,10,9,0.3
"2010_01_BAL_NYJ","NYJ","BAL",1,4.70670491569126,0,2010,10,9,0.3
"2010_01_CAR_NYG","CAR","NYG",1,-9.88354571273132,0,2010,10,9,0.3
"2010_01_CAR_NYG","NYG","CAR",1,9.88354571273132,0,2010,10,9,0.3
"2010_01_CIN_NE","CIN","NE",1,-12.2499884225862,0,2010,10,9,0.3
"2010_01_CIN_NE","NE","CIN",1,12.2499884225862,0,2010,10,9,0.3
"2010_01_CLE_TB","CLE","TB",1,3.32833644399179,0,2010,10,9,0.3
"2010_01_CLE_TB","TB","CLE",1,-3.32833644399179,0,2010,10,9,0.3
"2010_01_DAL_WAS","DAL","WAS",1,-6.9290017957434,0,2010,10,9,0.3
"2010_01_DAL_WAS","WAS","DAL",1,6.9290017957434,0,2010,10,9,0.3
"2010_01_DEN_JAX","DEN","JAX",1,-7.00222782157558,0,2010,10,9,0.3
"2010_01_DEN_JAX","JAX","DEN",1,7.00222782157558,0,2010,10,9,0.3
"2010_01_DET_CHI","CHI","DET",1,9.87605313357976,0,2010,10,9,0.3
"2010_01_DET_CHI","DET","CHI",1,-9.87605313357976,0,2010,10,9,0.3
"2010_01_GB_PHI","GB","PHI",1,6.56730848713924,0,2010,10,9,0.3
"2010_01_GB_PHI","PHI","GB",1,-6.56730848713924,0,2010,10,9,0.3
"2010_01_IND_HOU","HOU","IND",1,6.77537508218822,0,2010,10,9,0.3
"2010_01_IND_HOU","IND","HOU",1,-6.77537508218822,0,2010,10,9,0.3
"2010_01_LAC_KC","KC","LAC",1,2.42809058418783,0,2010,10,9,0.3
"2010_01_LAC_KC","LAC","KC",1,-2.42809058418783,0,2010,10,9,0.3
