"game_id","team","opponent","game_week","WEPADiff","prev_season_data","season","week","week_diff","weight"
"2011_15_BAL_LAC","BAL","LAC",15,-12.1968834852856,1,2012,4,-11,0.2
"2011_15_BAL_LAC","LAC","BAL",15,12.1968834852856,1,2012,4,-11,0.2
"2011_15_CAR_HOU","CAR","HOU",15,19.9316163811142,1,2012,4,-11,0.2
"2011_15_CAR_HOU","HOU","CAR",15,-19.9316163811142,1,2012,4,-11,0.2
"2011_15_CIN_LAR","CIN","LA",15,16.565841366375,1,2012,4,-11,0.2
"2011_15_CIN_LAR","LA","CIN",15,-16.565841366375,1,2012,4,-11,0.2
"2011_15_CLE_ARI","ARI","CLE",15,-4.68939896088166,1,2012,4,-11,0.2
"2011_15_CLE_ARI","CLE","ARI",15,4.68939896088166,1,2012,4,-11,0.2
"2011_15_DAL_TB","DAL","TB",15,10.9440961205175,1,2012,4,-11,0.2
"2011_15_DAL_TB","TB","DAL",15,-10.9440961205175,1,2012,4,-11,0.2
"2011_15_DET_OAK","DET","LV",15,-8.77205805495785,1,2012,4,-11,0.2
"2011_15_DET_OAK","LV","DET",15,8.77205805495785,1,2012,4,-11,0.2
"2011_15_GB_KC","GB","KC",15,-6.49609514332318,1,2012,4,-11,0.2
"2011_15_GB_KC","KC","GB",15,6.49609514332318,1,2012,4,-11,0.2
"2011_15_JAX_ATL","ATL","JAX",15,16.4635591919728,1,2012,4,-11,0.2
"2011_15_JAX_ATL","JAX","ATL",15,-16.4635591919728,1,2012,4,-11,0.2
"2011_15_MIA_BUF","BUF","MIA",15,-21.2762334290263,1,2012,4,-11,0.2
"2011_15_MIA_BUF","MIA","BUF",15,21.2762334290263,1,2012,4,-11,0.2
"2011_15_NE_DEN","DEN","NE",15,-5.20364359061295,1,2012,4,-11,0.2
"2011_15_NE_DEN","NE","DEN",15,5.20364359061295,1,2012,4,-11,0.2
"2011_15_NO_MIN","MIN","NO",15,-33.5786099419824,1,2012,4,-11,0.2
"2011_15_NO_MIN","NO","MIN",15,33.5786099419824,1,2012,4,-11,0.2
"2011_15_NYJ_PHI","NYJ","PHI",15,-23.8524621736886,1,2012,4,-11,0.2
"2011_15_NYJ_PHI","PHI","NYJ",15,23.8524621736886,1,2012,4,-11,0.2
"2011_15_PIT_SF","PIT","SF",15,-13.5776467524997,1,2012,4,-11,0.2
"2011_15_PIT_SF","SF","PIT",15,13.5776467524997,1,2012,4,-11,0.2
"2011_15_SEA_CHI","CHI","SEA",15,-23.3274968481374,1,2012,4,-11,0.2
"2011_15_SEA_CHI","SEA","CHI",15,23.3274968481374,1,2012,4,-11,0.2
"2011_15_TEN_IND","IND","TEN",15,16.4540090442297,1,2012,4,-11,0.2
"2011_15_TEN_IND","TEN","IND",15,-16.4540090442297,1,2012,4,-11,0.2
"2011_15_WAS_NYG","NYG","WAS",15,-15.9374373138813,1,2012,4,-11,0.2
"2011_15_WAS_NYG","WAS","NYG",15,15.9374373138813,1,2012,4,-11,0.2
"2011_16_ARI_CIN","ARI","CIN",16,-10.2302690810643,1,2012,4,-12,0.2
"2011_16_ARI_CIN","CIN","ARI",16,10.2302690810643,1,2012,4,-12,0.2
"2011_16_ATL_NO","ATL","NO",16,-22.6781278717661,1,2012,4,-12,0.2
"2011_16_ATL_NO","NO","ATL",16,22.6781278717661,1,2012,4,-12,0.2
"2011_16_CHI_GB","CHI","GB",16,-12.7326287117163,1,2012,4,-12,0.2
"2011_16_CHI_GB","GB","CHI",16,12.7326287117163,1,2012,4,-12,0.2
"2011_16_CLE_BAL","BAL","CLE",16,6.53968831869766,1,2012,4,-12,0.2
"2011_16_CLE_BAL","CLE","BAL",16,-6.53968831869766,1,2012,4,-12,0.2
"2011_16_DEN_BUF","BUF","DEN",16,21.7323041992343,1,2012,4,-12,0.2
"2011_16_DEN_BUF","DEN","BUF",16,-21.7323041992343,1,2012,4,-12,0.2
"2011_16_HOU_IND","HOU","IND",16,7.27457302865282,1,2012,4,-12,0.2
"2011_16_HOU_IND","IND","HOU",16,-7.27457302865282,1,2012,4,-12,0.2
"2011_16_JAX_TEN","JAX","TEN",16,-15.8765066993069,1,2012,4,-12,0.2
"2011_16_JAX_TEN","TEN","JAX",16,15.8765066993069,1,2012,4,-12,0.2
"2011_16_LAC_DET","DET","LAC",16,25.3855166330613,1,2012,4,-12,0.2
"2011_16_LAC_DET","LAC","DET",16,-25.3855166330613,1,2012,4,-12,0.2
"2011_16_LAR_PIT","LA","PIT",16,-24.1364343810697,1,2012,4,-12,0.2
"2011_16_LAR_PIT","PIT","LA",16,24.1364343810697,1,2012,4,-12,0.2
"2011_16_MIA_NE","MIA","NE",16,6.21683582734511,1,2012,4,-12,0.2
"2011_16_MIA_NE","NE","MIA",16,-6.21683582734511,1,2012,4,-12,0.2
"2011_16_MIN_WAS","MIN","WAS",16,8.90178057789571,1,2012,4,-12,0.2
"2011_16_MIN_WAS","WAS","MIN",16,-8.90178057789571,1,2012,4,-12,0.2
"2011_16_NYG_NYJ","NYG","NYJ",16,8.63191887253712,1,2012,4,-12,0.2
"2011_16_NYG_NYJ","NYJ","NYG",16,-8.63191887253712,1,2012,4,-12,0.2
"2011_16_OAK_KC","KC","LV",16,-1.51113256214554,1,2012,4,-12,0.2
"2011_16_OAK_KC","LV","KC",16,1.51113256214554,1,2012,4,-12,0.2
"2011_16_PHI_DAL","DAL","PHI",16,-20.9878396862397,1,2012,4,-12,0.2
"2011_16_PHI_DAL","PHI","DAL",16,20.9878396862397,1,2012,4,-12,0.2
"2011_16_SF_SEA","SEA","SF",16,-5.859001419668,1,2012,4,-12,0.2
"2011_16_SF_SEA","SF","SEA",16,5.859001419668,1,2012,4,-12,0.2
"2011_16_TB_CAR","CAR","TB",16,20.7433512291354,1,2012,4,-12,0.2
"2011_16_TB_CAR","TB","CAR",16,-20.7433512291354,1,2012,4,-12,0.2
"2011_17_BAL_CIN","BAL","CIN",17,10.821810427348,1,2012,4,-13,0.2
"2011_17_BAL_CIN","CIN","BAL",17,-10.821810427348,1,2012,4,-13,0.2
"2011_17_BUF_NE","BUF","NE",17,-17.995189601297,1,2012,4,-13,0.2
"2011_17_BUF_NE","NE","BUF",17,17.995189601297,1,2012,4,-13,0.2
"2011_17_CAR_NO","CAR","NO",17,-22.8727322332213,1,2012,4,-13,0.2
"2011_17_CAR_NO","NO","CAR",17,22.8727322332213,1,2012,4,-13,0.2
"2011_17_CHI_MIN","CHI","MIN",17,19.3461557158707,1,2012,4,-13,0.2
"2011_17_CHI_MIN","MIN","CHI",17,-19.3461557158707,1,2012,4,-13,0.2
"2011_17_DAL_NYG","DAL","NYG",17,-13.2264981971868,1,2012,4,-13,0.2
"2011_17_DAL_NYG","NYG","DAL",17,13.2264981971868,1,2012,4,-13,0.2
"2011_17_DET_GB","DET","GB",17,4.09453845157342,1,2012,4,-13,0.2
