"game_id","team","opponent","game_week","WEPADiff","prev_season_data","season","week","week_diff","weight"
"2014_15_ARI_LAR","ARI","LA",15,12.6224501984785,1,2015,4,-11,0.2
"2014_15_ARI_LAR","LA","ARI",15,-12.6224501984785,1,2015,4,-11,0.2
"2014_15_CIN_CLE","CIN","CLE",15,36.23469154945,1,2015,4,-11,0.2
"2014_15_CIN_CLE","CLE","CIN",15,-36.23469154945,1,2015,4,-11,0.2
"2014_15_DAL_PHI","DAL","PHI",15,19.1275755317105,1,2015,4,-11,0.2
"2014_15_DAL_PHI","PHI","DAL",15,-19.1275755317105,1,2015,4,-11,0.2
"2014_15_DEN_LAC","DEN","LAC",15,26.8603050659119,1,2015,4,-11,0.2
"2014_15_DEN_LAC","LAC","DEN",15,-26.8603050659119,1,2015,4,-11,0.2
"2014_15_GB_BUF","BUF","GB",15,15.9775071197548,1,2015,4,-11,0.2
"2014_15_GB_BUF","GB","BUF",15,-15.9775071197548,1,2015,4,-11,0.2
"2014_15_HOU_IND","HOU","IND",15,-14.7870058883478,1,2015,4,-11,0.2
"2014_15_HOU_IND","IND","HOU",15,14.7870058883478,1,2015,4,-11,0.2
"2014_15_JAX_BAL","BAL","JAX",15,8.69054530574989,1,2015,4,-11,0.2
"2014_15_JAX_BAL","JAX","BAL",15,-8.69054530574989,1,2015,4,-11,0.2
"2014_15_MIA_NE","MIA","NE",15,-31.521266386914,1,2015,4,-11,0.2
"2014_15_MIA_NE","NE","MIA",15,31.521266386914,1,2015,4,-11,0.2
"2014_15_MIN_DET","DET","MIN",15,-1.66471465961938,1,2015,4,-11,0.2
"2014_15_MIN_DET","MIN","DET",15,1.66471465961938,1,2015,4,-11,0.2
"2014_15_NO_CHI","CHI","NO",15,-28.3013782064188,1,2015,4,-11,0.2
"2014_15_NO_CHI","NO","CHI",15,28.3013782064188,1,2015,4,-11,0.2
"2014_15_NYJ_TEN","NYJ","TEN",15,13.3766255054261,1,2015,4,-11,0.2
"2014_15_NYJ_TEN","TEN","NYJ",15,-13.3766255054261,1,2015,4,-11,0.2
"2014_15_OAK_KC","KC","LV",15,19.037039310159,1,2015,4,-11,0.2
"2014_15_OAK_KC","LV","KC",15,-19.037039310159,1,2015,4,-11,0.2
"2014_15_PIT_ATL","ATL","PIT",15,-15.8220161457852,1,2015,4,-11,0.2
"2014_15_PIT_ATL","PIT","ATL",15,15.8220161457852,1,2015,4,-11,0.2
"2014_15_SF_SEA","SEA","SF",15,19.8348864371255,1,2015,4,-11,0.2
"2014_15_SF_SEA","SF","SEA",15,-19.8348864371255,1,2015,4,-11,0.2
"2014_15_TB_CAR","CAR","TB",15,9.59065974393817,1,2015,4,-11,0.2
"2014_15_TB_CAR","TB","CAR",15,-9.59065974393817,1,2015,4,-11,0.2
"2014_15_WAS_NYG","NYG","WAS",15,5.57563653828641,1,2015,4,-11,0.2
"2014_15_WAS_NYG","WAS","NYG",15,-5.57563653828641,1,2015,4,-11,0.2
"2014_16_ATL_NO","ATL","NO",16,20.8050770831218,1,2015,4,-12,0.2
"2014_16_ATL_NO","NO","ATL",16,-20.8050770831218,1,2015,4,-12,0.2
"2014_16_BAL_HOU","BAL","HOU",16,-21.5959963202564,1,2015,4,-12,0.2
"2014_16_BAL_HOU","HOU","BAL",16,21.5959963202564,1,2015,4,-12,0.2
"2014_16_BUF_OAK","BUF","LV",16,-9.05706214835158,1,2015,4,-12,0.2
"2014_16_BUF_OAK","LV","BUF",16,9.05706214835158,1,2015,4,-12,0.2
"2014_16_CLE_CAR","CAR","CLE",16,5.33583900443388,1,2015,4,-12,0.2
"2014_16_CLE_CAR","CLE","CAR",16,-5.33583900443388,1,2015,4,-12,0.2
"2014_16_DEN_CIN","CIN","DEN",16,22.7908903066944,1,2015,4,-12,0.2
"2014_16_DEN_CIN","DEN","CIN",16,-22.7908903066944,1,2015,4,-12,0.2
"2014_16_DET_CHI","CHI","DET",16,-17.6933931646692,1,2015,4,-12,0.2
