game_id,team,opponent,season,game_number,margin,margin_against,epa,epa_against,epa_net,epa_net_opponent,wepa,d_wepa_against,wepa_net,wepa_against,d_wepa,wepa_net_opponent
2018_01_WAS_ARI,ARI,WAS,2018,1.0,-18.0,18.0,-10.982109659249428,10.749669505214316,-21.731779164463745,21.731779164463745,-11.14166271500334,0.6564519601825388,-11.79811467518588,7.331157922409296,-6.920435996128217,14.251593918537512
2018_02_ARI_LAR,ARI,LA,2018,2.0,-34.0,34.0,-25.00505604135105,11.833733594104135,-36.83878963545519,36.83878963545519,-21.38263128327088,5.41023338700479,-26.79286467027568,9.882273789681369,-20.4845202036208,30.366793993302167
2018_03_CHI_ARI,ARI,CHI,2018,3.0,-2.0,2.0,-13.159262881369177,-7.503192172234103,-5.656070709135074,5.656070709135074,-11.996310365540236,-0.531676099116538,-11.464634266423698,-6.812242168544387,-6.633751869789917,-0.1784902987544701
2018_04_SEA_ARI,ARI,SEA,2018,4.0,-3.0,3.0,-12.377496889023424,-7.429781658853717,-4.947715230169705,4.947715230169705,-15.630064085878349,-4.964186030602904,-10.665878055275442,-11.385244889431362,-8.603873853428954,-2.781371036002408
2018_05_ARI_SF,ARI,SF,2018,5.0,10.0,-10.0,-7.166930553966864,-20.19625791690452,13.029327362937655,-13.029327362937655,-10.402257411655942,-7.18148343959639,-3.2207739720595523,-23.400619994520305,-9.185308044873342,-14.215311949646964
2018_06_ARI_MIN,ARI,MIN,2018,6.0,-10.0,10.0,-23.870419378708583,-14.882740005786648,-8.987679372921935,8.987679372921935,-21.77115251683488,-15.826319914109275,-5.944832602725604,-17.62170797685472,-18.464400447522703,0.8426924706679877
2018_07_DEN_ARI,ARI,DEN,2018,7.0,-35.0,35.0,-47.03166467471716,-4.774222256229732,-42.25744241848743,42.25744241848743,-41.160567482522666,-6.444267795912685,-34.71629968660998,-4.974141851878503,-20.614813836534907,15.640671984656404
2018_08_SF_ARI,ARI,SF,2018,8.0,3.0,-3.0,-8.001056736256153,-10.518120287300244,2.51706355104409,-2.51706355104409,-12.722416625392665,-15.5210796685793,2.7986630431866377,-16.270709427962263,-8.055465211834552,-8.215244216127711
2018_10_ARI_KC,ARI,KC,2018,9.0,-12.0,12.0,-5.69736805907344,6.693449555591815,-12.390817614665256,12.390817614665256,-5.33058369775355,3.683836327586262,-9.014420025339811,12.950355956752157,-3.01795304219823,15.968308998950388
2018_11_OAK_ARI,ARI,LV,2018,10.0,-2.0,2.0,-13.73814753123932,-8.149718069517366,-5.5884294617219545,5.5884294617219545,-19.420412476117832,-10.01642210652512,-9.403990369592712,-6.345117044360178,-11.70879460572019,5.363677561360012
2018_12_ARI_LAC,ARI,LAC,2018,11.0,-35.0,35.0,-18.372168257671923,18.56332183865335,-36.93549009632528,36.93549009632528,-18.306854844856804,14.561314119856178,-32.86816896471298,8.622786080548826,-12.328111640246428,20.95089772079525
2018_13_ARI_GB,ARI,GB,2018,12.0,3.0,-3.0,3.647260285070999,-2.718769533820548,6.366029818891548,-6.366029818891548,4.611879330369325,-1.0134808514943665,5.625360181863691,-3.796583211189708,-1.322816980436656,-2.473766230753052
2018_14_DET_ARI,ARI,DET,2018,13.0,-14.0,14.0,-25.80975770484656,-8.403222984214626,-17.406534720631935,17.406534720631935,-34.12805686627265,-10.714167037491231,-23.41388982878141,-10.30317600233548,-19.19325912021977,8.890083117884291
2018_15_ARI_ATL,ARI,ATL,2018,14.0,-26.0,26.0,-22.11971308964941,7.026435947928883,-29.146149037578297,29.146149037578297,-23.96839964695536,2.79794542062545,-26.766345067580808,2.44845699601476,-13.821587232973403,16.270044228988162
2018_16_LAR_ARI,ARI,LA,2018,15.0,-22.0,22.0,-7.991379265114356,19.612944612420467,-27.604323877534824,27.604323877534824,-3.377193948698629,20.05864707390801,-23.43584102260664,18.4470681058677,-3.259883287249098,21.7069513931168
2018_17_ARI_SEA,ARI,SEA,2018,16.0,-3.0,3.0,-19.088143796106383,-17.79721484494643,-1.2909289511599518,1.2909289511599518,-24.70767927288187,-16.195369155557376,-8.512310117324493,-20.66986315293109,-12.125120335842976,-8.544742817088109
2018_01_ATL_PHI,ATL,PHI,2018,1.0,-6.0,6.0,-9.434969230801848,-4.962875363620047,-4.4720938671818,4.4720938671818,-17.68992421526811,-7.213254239579331,-10.47666997568878,-10.283882503719385,-11.689891476638932,1.4060089729195493
