game_id,team,opponent,season,game_number,margin,margin_against,epa,epa_against,epa_net,epa_net_opponent,wepa,d_wepa_against,wepa_net,wepa_against,d_wepa,wepa_net_opponent
1999_01_ARI_PHI,ARI,PHI,1999,1.0,1.0,-1.0,-9.75255794200126,-14.332209151653911,4.579651209652651,-4.579651209652651,-10.34818876605786,-7.246324507367446,-3.101864258690415,-42.62187936045595,-10.75281464091556,-31.86906471954039
1999_02_ARI_MIA,ARI,MIA,1999,2.0,-3.0,3.0,-15.44904859889147,-15.086596099643147,-0.3624524992483202,0.3624524992483202,-1.884245208375179,-12.53762238308934,10.653377174714162,-5.61703614649365,-10.411719675461304,4.794683528967653
1999_03_SF_ARI,ARI,SF,1999,3.0,-14.0,14.0,-8.895653683384527,8.336428398141766,-17.232082081526293,17.232082081526293,-1.976323255378471,2.955889584383288,-4.932212839761759,-14.92745395920626,-10.045979371832033,-4.881474587374228
1999_04_ARI_DAL,ARI,DAL,1999,4.0,-28.0,28.0,-28.241118033749164,-0.6811370995169068,-27.559980934232257,27.559980934232257,-26.08512757189095,-4.184943438657172,-21.90018413323378,-11.6905779242533,-20.63244994658324,8.941872022329932
1999_05_NYG_ARI,ARI,NYG,1999,5.0,11.0,-11.0,-8.269470971510039,-18.257457542349584,9.987986570839546,-9.987986570839546,-25.271928946011464,-17.784341362714706,-7.487587583296758,-19.653221959464577,-5.23052264901199,-14.422699310452588
1999_06_WAS_ARI,ARI,WAS,1999,6.0,-14.0,14.0,-9.811447522877362,6.970519008106681,-16.781966530984043,16.781966530984043,1.025317044950729,4.583540073671765,-3.558223028721036,18.644320280312943,-7.305739848159822,25.950060128472764
1999_08_NE_ARI,ARI,NE,1999,7.0,-24.0,24.0,-21.017446421843488,5.287549393259937,-26.304995815103425,26.304995815103425,-43.54285385638051,-12.1456338843526,-31.397219972027912,-25.30344938402539,-18.280015020217395,-7.023434363807997
1999_09_ARI_NYJ,ARI,NYJ,1999,8.0,-5.0,5.0,-14.621896604292209,-10.45715724078752,-4.164739363504687,4.164739363504687,-11.3126220480546,-18.66613052685281,7.353508478798213,-20.55552456617614,-17.570927487379898,-2.984597078796241
1999_10_DET_ARI,ARI,DET,1999,9.0,4.0,-4.0,-4.06650162653694,-5.89981589601433,1.8333142694773887,-1.8333142694773887,-2.2684297359284207,-5.976730593596601,3.708300857668181,-8.863355943821274,-7.842594479258564,-1.0207614645627094
1999_11_DAL_ARI,ARI,DAL,1999,10.0,4.0,-4.0,-4.560787554813661,-7.634302642936465,3.073515088122804,-3.073515088122804,-15.181737307519692,-8.697403115099485,-6.484334192420207,-3.3062249046035888,-5.606904478291354,2.300679573687765
1999_12_ARI_NYG,ARI,NYG,1999,11.0,10.0,-10.0,2.7831048752789087,-10.424003720408177,13.207108595687084,-13.207108595687084,-0.5278618021181702,1.3171832597382231,-1.8450450618563927,4.173706598790764,3.2122505002890462,0.9614560985017176
