game_id,team,opponent,season,game_number,margin,margin_against,epa,epa_against,epa_net,epa_net_opponent,wepa,d_wepa_against,wepa_net,wepa_against,d_wepa,wepa_net_opponent
2001_02_DEN_ARI,ARI,DEN,2001,1.0,-21.0,21.0,-0.8172166621328714,23.404421685473658,-24.22163834760653,24.22163834760653,8.803346209167676,16.950009287694098,-8.146663078526421,20.864185780695887,2.0304783912031628,18.833707389492723
2001_03_ATL_ARI,ARI,ATL,2001,2.0,-20.0,20.0,-3.330741918612495,20.136708403480256,-23.467450322092752,23.467450322092752,-0.4378162954135565,17.06627215962235,-17.504088455035905,16.676279971286533,-0.115178829767284,16.791458801053817
2001_04_ARI_PHI,ARI,PHI,2001,3.0,1.0,-1.0,5.151852455709491,1.8157633411798264,3.336089114529665,-3.336089114529665,0.077647650282247,8.343246107998368,-8.265598457716122,1.396452700688179,1.202563435996831,0.1938892646913481
2001_05_ARI_CHI,ARI,CHI,2001,4.0,-7.0,7.0,-5.879263338383399,-0.7286522416064896,-5.150611096776909,5.150611096776909,0.6171772111343431,-5.222398864893478,5.839576076027821,-0.4277423587884957,-9.17852888641006,8.750786527621564
2001_06_KC_ARI,ARI,KC,2001,5.0,8.0,-8.0,10.561258318476508,3.885717133367788,6.67554118510872,-6.67554118510872,11.907779048608909,1.810682554894667,10.09709649371424,-0.037652557312358,6.7818161013208265,-6.819468658633184
2001_07_ARI_DAL,ARI,DAL,2001,6.0,-14.0,14.0,-19.42084486305248,-6.411825602375195,-13.009019260677285,13.009019260677285,-17.144641553002142,-5.331014990986857,-11.813626562015283,-2.481054278803584,-16.96934583713473,14.488291558331143
2001_08_PHI_ARI,ARI,PHI,2001,7.0,-14.0,14.0,-9.50208548574091,6.448845137106151,-15.95093062284706,15.95093062284706,-5.672549194402688,4.60219180543586,-10.274740999838547,4.775520341266565,-11.796955698476784,16.57247603974335
2001_09_NYG_ARI,ARI,NYG,2001,8.0,-7.0,7.0,-13.886799484969462,-4.323461244344236,-9.563338240625225,9.563338240625225,-11.873097937720257,-8.85907308207235,-3.0140248556479072,-8.538786808490329,-8.723956360168106,0.1851695516777773
2001_10_DET_ARI,ARI,DET,2001,9.0,7.0,-7.0,25.89781284569276,21.291094999057844,4.606717846634918,-4.606717846634918,24.20102654454588,20.084505328975208,4.116521215570668,17.866105058838798,24.396149233695063,-6.530044174856265
2001_11_ARI_LAC,ARI,LAC,2001,10.0,3.0,-3.0,9.11781963307714,4.405595790162458,4.712223842914682,-4.712223842914682,6.540066224150063,3.180421038104764,3.359645186045299,6.295161774507701,7.533784231698007,-1.2386224571903064
